Report generated 27 January 2026 02:19:27 PM

"Information on the Medicine Shortage Reports Database"
"The TGA publishes information about medicines in Australia that are in shortage, may shortly become subject to shortage or have been discontinued from supply. This information is based on details provided to the TGA by sponsors and is published on the TGA’s Medicine Shortage Reports Database."
"More information about medicine shortages is available at https://www.tga.gov.au/hubs/medicine-shortages."
""
"About the release of this information"
"While reasonable care is taken to ensure that the information is an accurate record of medicine shortages or discontinuations of supply that responsible entities have reported to the TGA, the TGA does not guarantee or warrant the accuracy, reliability, completeness or currency of the information (particularly as the Medicine Shortage Reports Database is subject to frequent updates because of the mandatory reporting requirements) or its usefulness in achieving any purpose."
"To the fullest extent permitted by law, including but not limited to section 61A of the Therapeutic Goods Act 1989, the TGA will not be liable for any loss, damage, cost or expense incurred in or arising by reason of any person relying on this information."

"ARTG ID","ARTG name","Active ingredients","Dosage form","Quantity of active ingredients","Sponsor","Phone","Shortage status","Supply impact start date","Supply impact end date","Deletion from market","Shortage impact rating","Availability","Reason","Management action","Last updated"
"272634","DILAUDID-HP hydromorphone hydrochloride 50mg/1mL injection ampoule","hydromorphone hydrochloride","Injection, concentrated","50 mg/mL","Mundipharma Pty Ltd","1800 188 009","Discontinued",,,"30/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative generic product is available.","23/09/2024"
"272655","AVSARTAN HCT 150/12.5 irbesartan 150 mg and hydrochlorothiazide 12.5 mg tablets blister pack","hydrochlorothiazide~irbesartan","Tablet, film coated","12.5 mg~150 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","11/07/2025","17/04/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","8/10/2025"
"272659","AVSARTAN HCT 300/12.5 irbesartan 300 mg and hydrochlorothiazide 12.5 mg tablets blister pack","hydrochlorothiazide~irbesartan","Tablet, film coated","12.5 mg~300 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","17/01/2025","30/10/2025",,"Low","Available","Manufacturing","","30/10/2025"
"272662","AVSARTAN HCT 300/25 irbesartan 300 mg and hydrochlorothiazide 25 mg tablets blister pack","hydrochlorothiazide~irbesartan","Tablet, film coated","25 mg~300 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","15/11/2024","17/04/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","8/10/2025"
"272729","TRANEXAMIC ACID LUPIN tranexamic acid 500 mg tablet blister pack","tranexamic acid","Tablet, film coated","500 mg","Southern Cross Pharma Pty Ltd","0398097922","Current","18/09/2025","23/01/2026",,"Low","Unavailable","Manufacturing","An overseas registered product has been approved for supply under Section 19A. The approval holder, Link Medical Products Pty Ltd, can be contacted for details on supply on 1800 181 060.","27/01/2026"
"272732","APO-TRANEXAMIC ACID tranexamic acid 500 mg tablet blister pack","tranexamic acid","Tablet, film coated","500 mg","Southern Cross Pharma Pty Ltd","0398097922","Current","10/07/2025","27/02/2026",,"Low","Unavailable","Manufacturing","An overseas registered product has been approved for supply under Section 19A. The approval holder, Link Medical Products Pty Ltd, can be contacted for details on supply on 1800 181 060.","27/01/2026"
"273935","AMOXIL amoxicillin 250mg (as trihydrate) capsule blister pack","amoxicillin trihydrate","Capsule, hard","286.95 mg","Aspen Pharmacare Australia Pty Ltd","1300659646","Discontinued",,,"1/09/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative brands are available.","5/08/2025"
"274224","TADACIP 10 tadalafil 10 mg film-coated tablet blister pack","tadalafil","Tablet","10 mg","Cipla Australia Pty Ltd","0396964413","Discontinued",,,"1/02/2026","Low","Reduction in supply until supply is exhausted","Manufacturing","Alternative brands are available.","20/01/2026"
"275000","LAMOTRIGINE GH lamotrigine 25mg tablet blister pack","lamotrigine","Tablet, uncoated","25 mg","Cipla Australia Pty Ltd","0396964413","Current","14/11/2025","31/12/2026",,"Low","Limited Availability","Commercial Changes / Commercial viability","Alternative brands are available.","28/11/2025"
"275002","LAMOTRIGINE GH lamotrigine 100mg tablet blister pack","lamotrigine","Tablet, uncoated","100 mg","Cipla Australia Pty Ltd","0396964413","Current","16/10/2025","31/12/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","8/12/2025"
"275003","LAMOTRIGINE GH lamotrigine 200mg tablet blister pack","lamotrigine","Tablet, uncoated","200 mg","Cipla Australia Pty Ltd","0396964413","Current","24/07/2025","31/01/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","29/08/2025"
"275070","Tenofovir/Emtricitabine 300/200 ARX tenofovir disoproxil fumarate 300 mg emtricitabine 200 mg tablet blister pack","tenofovir disoproxil fumarate~emtricitabine","Tablet, film coated","300 mg~200 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","5/06/2026","18/12/2026",,"Low","Available","Manufacturing","Sponsor is working to expedite the next shipment.","9/01/2026"
"275358","B. BRAUN PARACETAMOL paracetamol 500 mg/50 mL solution for infusion bottle","paracetamol","Injection",".5 g","B Braun Australia Pty Ltd","0407660273","Discontinued",,,"7/07/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative brands are available.","13/01/2026"
"275360","B. BRAUN PARACETAMOL paracetamol 100 mg/10 mL solution for infusion ampoule","paracetamol","Injection",".1 g","B Braun Australia Pty Ltd","0407660273","Discontinued",,,"15/07/2025","Low","Unavailable","Commercial Changes / Commercial viability","Alternative presentations are available.","13/01/2026"
"275394","FIASP FLEXTOUCH insulin aspart (rys) 100 units/mL solution for injection 3 mL pre-filled pen","Insulin aspart","Injection, solution","100 U/mL","Novo Nordisk Pharmaceuticals Pty Ltd","1800 668 626","Discontinued",,,"1/03/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative presentation is available.","19/09/2024"
"27564","STEMETIL prochlorperazine maleate 5mg tablet blister pack","prochlorperazine maleate","Tablet, uncoated","5 mg","Atnahs Pharma Australia Pty Ltd","1800899005","Current","2/09/2024","31/03/2026",,"Medium","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","1/09/2025"
"277343","APO-NICORANDIL nicorandil 20 mg tablet blister pack","nicorandil","Tablet, uncoated","20 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","6/03/2026","27/03/2026",,"Low","Available","Manufacturing","The sponsor is working to expedite the next shipment.","3/11/2025"
"277346","APO-NICORANDIL nicorandil 10 mg tablet blister pack","nicorandil","Tablet, uncoated","10 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","3/07/2025","27/03/2026",,"Low","Limited Availability","Manufacturing","The sponsor is working to expedite the next shipment.","16/10/2025"
"277849","OXYCODONE WOCKHARDT oxycodone hydrochloride 20 mg/2 mL solution for injection or infusion, glass ampoules","oxycodone hydrochloride","Injection, solution","10 mg/mL","Wockhardt Bio Pty Ltd","02 9846 1900","Current","16/04/2020","31/12/2025",,"Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","30/06/2025"
"278777","Anterone 50 cyproterone acetate 50mg tablet blister pack","cyproterone acetate","Tablet, uncoated","50 mg","Cipla Australia Pty Ltd","0396964413","Current","3/07/2025","25/09/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","10/11/2025"
"278778","Anterone 100 cyproterone acetate 100mg tablet blister pack","cyproterone acetate","Tablet, uncoated","100 mg","Cipla Australia Pty Ltd","0396964413","Anticipated","6/03/2026","26/06/2026",,"Low","Available","Manufacturing","","7/01/2026"
"27923","HYSONE 4 Hydrocortisone 4mg tablet bottle","hydrocortisone","Tablet, uncoated","4 mg","Alphapharm Pty Ltd","1800274276","Resolved","23/10/2025","5/12/2025",,"Low","Available","Manufacturing","","8/12/2025"
"279353","TOBRAMYCIN WKT tobramycin 300mg/5mL solution for inhalation ampoules","tobramycin","Inhalation, conventional","60 mg/mL","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","16/01/2026","16/01/2026",,"Low","Available","Manufacturing","","16/01/2026"
"279585","PHARMACOR ATORVASTATIN atorvastatin (as calcium trihydrate) 80 mg film-coated tablet blister pack","atorvastatin calcium trihydrate","Tablet, film coated","86.76 mg","Pharmacor Pty Ltd","1300138805","Resolved","12/06/2025","12/11/2025",,"Low","Available","Manufacturing","","12/11/2025"
"279587","PHARMACOR ATORVASTATIN atorvastatin (as calcium trihydrate) 40 mg film-coated tablet blister pack","atorvastatin calcium trihydrate","Tablet, film coated","43.38 mg","Pharmacor Pty Ltd","1300138805","Current","8/01/2026","1/03/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","13/01/2026"
"27969","ALLOPURINOL ALPHAPHARM 100 Allopurinol 100mg tablet bottle","allopurinol","Tablet, uncoated","100 mg","Alphapharm Pty Ltd","1800274276","Discontinued",,,"29/08/2025","Low","Unavailable","Commercial Changes / Commercial viability","This product is being replaced with PROGOUT TAB 100MG 200BT AU VIA - ARTG - 269653","3/09/2025"
"280432","RYZODEG 70/30 FLEXTOUCH 70% insulin degludec (rys) / 30% insulin aspart (rys) 100 U/mL solution for injection cartridge","Insulin degludec~Insulin aspart","Injection, solution","420 nmol/mL~180 nmol/mL","Novo Nordisk Pharmaceuticals Pty Ltd","1800 668 626","Discontinued",,,"1/02/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative presentation is available.","19/09/2024"
"280721","TENOFOVIR DISOPROXIL/EMTRICITABINE/EFAVIRENZ Viatris 300/200/600 tenofovir disoproxil maleate 300mg/emtricitabine 200mg/efavirenz 600mg tablet bottle","tenofovir disoproxil maleate~efavirenz~emtricitabine","Tablet, film coated","300 mg~600 mg~200 mg","Alphapharm Pty Ltd","1800274276","Current","20/03/2025","30/04/2026",,"Medium","Unavailable","Manufacturing","Patients are advised to consult their healthcare professional to discuss alternative treatment options. An overseas-registered product has been approved for supply under Section 19A. The approval holder, Pro Pharmaceuticals Group, can be contacted for details on supply on 1300 077 674.","17/11/2025"
"281294","DIACOMIT stiripentol 500 mg capsule bottle","stiripentol","Capsule","500 mg","Chiesi Australia Pty Ltd","1800943587","Anticipated","13/02/2026","2/03/2026",,"Medium","Available","Manufacturing","Other strength and dosage forms are available. The Sponsor is working to expedite the next shipment.","16/12/2025"
"282071","TADALACCORD tadalafil 5 mg film-coated tablet blister pack","tadalafil","Tablet, film coated","5 mg","Pharmacor Pty Ltd","1300138805","Resolved","1/09/2025","29/10/2025",,"Low","Available","Manufacturing","","29/10/2025"
"282105","TADALAFIL SANDOZ tadalafil 5 mg film-coated tablet blister pack","tadalafil","Tablet, film coated","5 mg","Sandoz Pty Ltd","1800726369","Discontinued",,,"31/12/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","This product will be replaced with an alternative ARTG product - TADALAFIL SANDOZ PHARMA tadalafil 5 mg film-coated tablet blister pack (300370).","15/09/2025"
"282106","TADALAFIL SANDOZ tadalafil 10 mg film-coated tablet blister pack","tadalafil","Tablet, film coated","10 mg","Sandoz Pty Ltd","1800726369","Discontinued",,,"31/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","This product will be replaced with an alternative ARTG product - TADALAFIL SANDOZ PHARMA tadalafil 10 mg film-coated tablet blister pack (300364).","14/08/2025"
"282107","TADALAFIL SANDOZ tadalafil 20 mg film-coated tablet blister pack","tadalafil","Tablet, film coated","20 mg","Sandoz Pty Ltd","1800726369","Discontinued",,,"28/02/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","This product will be replaced with an alternative ARTG product - 
TADALAFIL SANDOZ PHARMA tadalafil 20 mg film-coated tablet blister pack (300374).","28/08/2025"
"282337","PULMORIS ambrisentan 10 mg tablet blister pack","ambrisentan","Tablet, film coated","10 mg","Cipla Australia Pty Ltd","0396964413","Resolved","16/01/2026","16/01/2026",,"Low","Available","Manufacturing","","19/01/2026"
"282338","PULMORIS ambrisentan 5 mg tablet blister pack","ambrisentan","Tablet, film coated","5 mg","Cipla Australia Pty Ltd","0396964413","Current","8/01/2026","21/08/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available. Sponsor is working to expedite the next shipment.","9/01/2026"
"284129","NIZAC nizatidine 150mg capsule blister pack","nizatidine","Capsule, hard","150 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","21/11/2025","27/11/2025",,"Low","Available","Manufacturing","","28/11/2025"
"284130","TAZAC PULVULES nizatidine 150mg capsule blister pack","nizatidine","Capsule, hard","150 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","6/09/2024","20/03/2026",,"Low","Unavailable","Manufacturing","Patients are encouraged to consult their healthcare professional to discuss alternative treatment options.","24/11/2025"
"284369","NOUMED RISPERIDONE risperidone 0.5 mg film-coated tablet blister pack","risperidone","Tablet, film coated",".5 mg","AVALLON PHARMACEUTICALS PTY LTD","1800930999","Current","1/12/2025","31/12/2026",,"Low","Unavailable","Commercial Changes / Commercial viability","Alternative brands are available.","22/12/2025"
"284370","NOUMED RISPERIDONE risperidone 1 mg film-coated tablet blister pack","risperidone","Tablet, film coated","1 mg","AVALLON PHARMACEUTICALS PTY LTD","1800930999","Current","27/10/2025","31/12/2026",,"Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","29/10/2025"
"284371","NOUMED RISPERIDONE risperidone 2 mg film-coated tablet blister pack","risperidone","Tablet, film coated","2 mg","AVALLON PHARMACEUTICALS PTY LTD","1800930999","Current","27/10/2025","31/12/2026",,"Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","29/10/2025"
"284372","NOUMED RISPERIDONE risperidone 3 mg film-coated tablet blister pack","risperidone","Tablet, film coated","3 mg","AVALLON PHARMACEUTICALS PTY LTD","1800930999","Current","27/10/2025","31/12/2026",,"Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","29/10/2025"
"284373","NOUMED RISPERIDONE risperidone 4 mg film-coated tablet blister pack","risperidone","Tablet, film coated","4 mg","AVALLON PHARMACEUTICALS PTY LTD","1800930999","Current","27/10/2025","31/12/2026",,"Low","Unavailable","Commercial Changes / Commercial viability","Alternative generic products are available.","29/10/2025"
"284975","METFORMIN GH metformin hydrochloride 1000 mg tablet blister pack","metformin hydrochloride","Tablet, film coated","1000 mg","Generic Health Pty Ltd","03 9809 7900","Resolved","14/04/2025","19/11/2025",,"Low","Available","Unexpected increase in consumer demand","","24/11/2025"
"285067","COBAL-B12 INJECTION hydroxocobalamin acetate 1mg/ 1 mL solution for injection ampoule","hydroxocobalamin acetate","Injection, solution","1.044 mg","Amdipharm Mercury Australia Pty Ltd","1800627680","Anticipated","6/03/2026","8/05/2026",,"Low","Available","Unexpected increase in consumer demand","Alternative brands are available.","20/11/2025"
"285559","RAPIVAB peramivir 200 mg / 20 mL concentrate for intravenous infusion glass vial","peramivir","Injection, concentrated","10 mg/mL","Biocelect Pty Ltd","0466 051 424","Current","1/11/2025","28/02/2026",,"Medium","Unavailable","Commercial Changes / Commercial viability","The sponsor is working to expedite the next shipment.","1/12/2025"
"285632","APO-MOXONIDINE moxonidine 400 microgram film-coated tablet blister pack","moxonidine","Tablet, film coated","400 microgram","Southern Cross Pharma Pty Ltd","03 9809 7900","Current","16/01/2026","24/04/2026",,"Medium","Limited Availability","Commercial Changes / Commercial viability","Alternative brands are available.","19/01/2026"
"285640","APO-MOXONIDINE moxonidine 200 microgram film-coated tablet blister pack","moxonidine","Tablet, film coated","200 microgram","Southern Cross Pharma Pty Ltd","03 9809 7900","Current","4/12/2025","24/04/2026",,"Medium","Unavailable","Commercial Changes / Commercial viability","Alternative brands are available.","19/01/2026"
"285709","TOBRAMYCIN SUN tobramycin 300 mg/5 mL solution for inhalation ampoule","tobramycin","Inhalation, conventional","300 mg","Sun Pharma ANZ Pty Ltd","0298872600","Discontinued",,,"1/05/2026","Low","Reduction in supply until supply is exhausted","Manufacturing","Alternative generic products are available.","18/08/2025"
"285800","FLUOROURACIL ACCORD fluorouracil 1000 mg/20 mL injection vial","fluorouracil","Injection, solution","50 mg/mL","Accord Healthcare Pty Ltd","1800 222 673","Current","11/04/2024","31/03/2026",,"Low","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment","27/10/2025"
"285802","FLUOROURACIL ACCORD fluorouracil 5000 mg/100 mL injection vial","fluorouracil","Injection, solution","50 mg/mL","Accord Healthcare Pty Ltd","1800 222 673","Resolved","1/10/2024","8/12/2025",,"Low","Available","Manufacturing","","10/12/2025"
"285803","FLUOROURACIL ACCORD fluorouracil 2500 mg/50 mL injection vial","fluorouracil","Injection, solution","50 mg/mL","Accord Healthcare Pty Ltd","1800 222 673","Resolved","23/07/2025","29/10/2025",,"Low","Available","Unexpected increase in consumer demand","","29/10/2025"
"286095","OLMERTAN COMBI 40/12.5 olmesartan medoxomil and hydrochlorothiazide 40/12.5 mg tablet blister pack","hydrochlorothiazide~olmesartan medoxomil","Tablet","12.5 mg~40 mg","Pharmacor Pty Ltd","1300138805","Current","8/01/2026","13/02/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","22/01/2026"
"286101","OLMERTAN COMBI 20/12.5 olmesartan medoxomil and hydrochlorothiazide  20/12.5 mg tablet blister pack","olmesartan medoxomil~hydrochlorothiazide","Tablet","20 mg~12.5 mg","Pharmacor Pty Ltd","1300138805","Current","21/11/2025","24/04/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","19/12/2025"
"286109","PHARMACOR OLMESARTAN HCTZ 40/12.5 olmesartan medoxomil and hydrochlorothiazide 40/12.5 mg tablet blister pack","olmesartan medoxomil~hydrochlorothiazide","Tablet","40 mg~12.5 mg","Pharmacor Pty Ltd","1300138805","Current","19/11/2025","30/01/2026",,"Low","Unavailable","Manufacturing","Alternative brands are available.","5/01/2026"
"286628","SOMAVERT pegvisomant (rbe) 10mg powder for injection vial and diluent in pre-filled syringe","Pegvisomant","Injection, powder for","10 mg","Pfizer Australia Pty Ltd","1800675229","Resolved","6/01/2026","6/01/2026",,"Medium","Available","Manufacturing","","6/01/2026"
"286653","ACAMPROSATE-WGR acamprosate calcium 333 mg enteric coated tablets blister","acamprosate calcium","Tablet, enteric coated","333 mg","GM Pharma International Pty Ltd","1800 936 140","Resolved","18/12/2025","18/12/2025",,"Low","Available","Manufacturing","","19/12/2025"
"287200","TENORMIN atenolol 50mg tablet blister pack","atenolol","Tablet, film coated","50 mg","Atnahs Pharma Australia Pty Ltd","1800 899 005","Resolved","21/05/2025","30/10/2025",,"Medium","Available","Manufacturing","","30/10/2025"
"287602","ZOTREN 8 ondansetron (as hydrochloride dihydrate) 8mg tablet blister pack","ondansetron hydrochloride dihydrate","Tablet, film coated","9.972 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","22/01/2026","22/01/2026",,"Low","Available","Manufacturing","","22/01/2026"
"288060","FENOCOL fenofibrate 145 mg tablet blister pack","fenofibrate","Tablet, film coated","145 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Anticipated","6/03/2026","27/03/2026",,"Low","Available","Manufacturing","Alternative generic brands are available.","24/11/2025"
"288126","NITYR nitisinone 10 mg tablet bottle","nitisinone","Tablet","10 mg","Orpharma Pty Ltd","0398637411","Discontinued",,,"22/01/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative brand is available.","25/09/2025"
"288127","NITYR nitisinone 2 mg tablet bottle","nitisinone","Tablet","2 mg","Orpharma Pty Ltd","039863741","Discontinued",,,"22/01/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative brand is available","19/08/2025"
"288128","NITYR nitisinone 5 mg tablet bottle","nitisinone","Tablet","5 mg","Orpharma Pty Ltd","0398637411","Discontinued",,,"22/01/2026","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","An alternative brand is available.","25/09/2025"
"288791","DEXMEDETOMIDINE SANDOZ dexmedetomidine (as hydrochloride) 200 microgram/2 mL concentrated injection vial","dexmedetomidine hydrochloride","Injection, intravenous infusion","118 microgram/mL","Sandoz Pty Ltd","1800726369","Discontinued",,,"6/06/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative brands are available.","8/05/2025"
"288798","AMIKACIN WOCKHARDT amikacin (as sulfate) 500mg/2mL solution for injection infusion vial","amikacin sulfate","Injection, solution","333.76 mg/mL","Wockhardt Bio Pty Ltd","0298461900","Current","7/05/2020","30/04/2026",,"Critical","Unavailable","Manufacturing","Alternative brands are available.","30/06/2025"
"288809","BIMPROZT bimatoprost 300 microgram/mL eye drops bottle","bimatoprost","Eye Drops",".3 mg/mL","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","8/01/2026","13/03/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available","9/01/2026"
"288817","APO-MEBEVERINE mebeverine hydrochloride 135 mg tablet blister pack","mebeverine hydrochloride","Tablet, film coated","135 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","24/07/2025","5/12/2025",,"Low","Available","Manufacturing","","5/12/2025"
"289132","MESASAL mesalazine 250 mg enteric coated tablet blister pack","mesalazine","Tablet, enteric coated","250 mg","Viatris Pty Ltd","1800 314 527","Current","10/01/2025","30/09/2026",,"Medium","Unavailable","Manufacturing","Other strengths are available.","1/07/2025"
"289959","AIMOVIG erenumab (rch) 70 mg/mL solution for injection in pre-filled pen","erenumab","Injection, solution","70 mg","Novartis Pharmaceuticals Australia Pty Ltd","029803555","Current","10/12/2025","16/02/2026",,"Low","Limited Availability","Unexpected increase in consumer demand","An alternative strength is available.","12/01/2026"
"289980","APO-FLECAINIDE  flecainide acetate 50mg tablet blister pack","flecainide acetate","Tablet","50 mg","Apotex Pty Ltd","02 8877 8333","Discontinued",,,"17/03/2025","Medium","Unavailable","Manufacturing","Alternative generic products are available.","18/03/2025"
"290077","OLMEKAR 20/5 olmesartan medoxomil 20 mg / amlodipine (as besilate) 5 mg tablet blister pack","amlodipine besilate~olmesartan medoxomil","Tablet, film coated","6.935 mg~20 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","22/01/2026","20/03/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","22/01/2026"
"290090","OLMEKAR 40/5 olmesartan medoxomil 40 mg / amlodipine (as besilate) 5 mg tablet blister pack","amlodipine besilate~olmesartan medoxomil","Tablet, film coated","6.935 mg~40 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","22/01/2026","6/03/2026",,"Low","Limited Availability","Manufacturing","Alternative brands are available.","22/01/2026"
"291317","MOXONIDINE GH moxonidine 400 microgram film-coated tablet blister pack","moxonidine","Tablet, film coated","400 microgram","Lupin Australia Pty Limited","0398097914","Current","17/10/2025","1/06/2026",,"Medium","Unavailable","Manufacturing","Alternative brands are available.","15/01/2026"
"291319","MOXONIDINE GH moxonidine 200 microgram film-coated tablet blister pack","moxonidine","Tablet, film coated","200 microgram","Lupin Australia Pty Limited","0398097914","Anticipated","2/01/2026","28/02/2026",,"Medium","Available","Commercial Changes / Commercial viability","Alternative brands are available.","1/12/2025"
"291496","APO-LATANOPROST latanoprost 50 microgram/mL eye drops bottle","latanoprost","Eye Drops, solution",".05 mg/mL","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","21/11/2025","8/05/2026",,"Low","Limited Availability","Manufacturing","The sponsor is working to expedite the next shipment. Alternative generic products are available.","21/11/2025"
"291499","LATANOPROST-WGR latanoprost 50 microgram/mL eye drops bottle","latanoprost","Eye Drops, solution",".05 mg/mL","GM Pharma International Pty Ltd","1800 936 140","Discontinued",,,"19/12/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","21/11/2025"
"292166","ONDANSETRON ODT LUPIN ondansetron 4 mg orally disintegrating tablet blister pack","ondansetron","Tablet, orally disintegrating","4 mg","Generic Health Pty Ltd","03 9809 7900","Current","28/11/2025","25/01/2026",,"Low","Limited Availability","Manufacturing","Alternative generic products are available.","2/01/2026"
"292295","ESCITALOPRAM GH escitalopram (as oxalate) 10 mg tablet blister","escitalopram oxalate","Tablet, film coated","12.74 mg","Generic Health Pty Ltd","03 9809 7900.","Resolved","23/07/2024","20/11/2025",,"Low","Available","Commercial Changes / Commercial viability","","24/11/2025"
"292296","ESCITALOPRAM GH escitalopram (as oxalate) 20 mg tablet blister","escitalopram oxalate","Tablet, film coated","25.47 mg","Generic Health Pty Ltd","03 9809 7900","Resolved","25/06/2025","19/11/2025",,"Low","Available","Manufacturing","","24/11/2025"
"292526","BUPIVADREN Bupivacaine 0.25% w/v with Adrenaline (epinephrine) 1:400,000 injection solution vial","bupivacaine hydrochloride monohydrate~adrenaline (epinephrine) acid tartrate","Injection, solution","2.64 mg/mL~4.5 microgram/mL","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/09/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic product is available.","13/03/2025"
"292528","BUPIVADREN Bupivacaine 0.5% w/v with Adrenaline (epinephrine) 1:200,000 injection solution vial","bupivacaine hydrochloride monohydrate~adrenaline (epinephrine) acid tartrate","Injection, solution","5.27 mg/mL~9.1 microgram/mL","Pfizer Australia Pty Ltd","1800-675-229","Discontinued",,,"1/09/2025","Low","Reduction in supply until supply is exhausted","Commercial Changes / Commercial viability","Alternative generic products are available.","21/01/2025"
"293456","BICILLIN L-A-benzathine benzylpenicillin tetrahydrate 600,000 units/1.17 mL suspension for injection syringe with needle","benzathine benzylpenicillin tetrahydrate","Injection, suspension","600000 USP Unit","Pfizer Australia Pty Ltd","1800-675-229","Current","26/07/2023","31/08/2026",,"Medium","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment. The TGA have published a web statement outlining key information about the shortage which is available at https://www.tga.gov.au/safety/shortages/information-about-major-medicine-shortages/about-shortage-bicillin-l-benzathine-benzylpenicillin-tetrahydrate-prefilled-syringe-injection","24/12/2025"
"294917","ALZIRAS rasagiline (as mesilate) 1 mg tablet blister pack","rasagiline mesilate","Tablet","1.56 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","30/10/2025","20/03/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","19/01/2026"
"294918","RASAGILINE-WGR rasagiline (as mesilate) 1 mg tablet blister pack","rasagiline mesilate","Tablet","1.56 mg","GM Pharma International Pty Ltd","1800 936 140","Current","30/10/2025","30/10/2026",,"Low","Unavailable","Manufacturing","Alternative generic products are available.","31/10/2025"
"295264","DILANTIN phenytoin sodium 30 mg capsule bottle","phenytoin sodium","Capsule, hard","30 mg","Viatris Pty Ltd","1800 314 527","Resolved","27/08/2025","3/11/2025",,"Medium","Available","Manufacturing","","3/11/2025"
"295283","STAQUIS crisaborole 2% w/w ointment tube","crisaborole","Ointment","2 % w/w","Pfizer Australia Pty Ltd","1800675229","Anticipated","2/02/2026","31/03/2026",,"Medium","Available","Unexpected increase in consumer demand","The sponsor is working to expedite the next shipment.","11/12/2025"
"295481","REPREVE ropinirole (as hydrochloride) 0.25 mg tablet blister pack","ropinirole hydrochloride","Tablet, film coated",".285 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Current","4/09/2025","20/02/2026",,"Medium","Unavailable","Manufacturing","The sponsor is working to expedite the next shipment. An alternative strength is available.","21/11/2025"
"295708","APO-EPLERENONE eplerenone 50 mg tablet blister pack","eplerenone","Tablet, film coated","50 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","4/12/2025","16/01/2026",,"Low","Available","Manufacturing","","19/01/2026"
"295709","APO-EPLERENONE eplerenone 25 mg tablet blister pack","eplerenone","Tablet, film coated","25 mg","Arrotex Pharmaceuticals Pty Ltd","1800 195 055","Resolved","21/11/2025","16/01/2026",,"Low","Available","Manufacturing","","19/01/2026"
